headline_id,headline,ground_truth,condition,source,source_tier,tier_label,rating,justification
43,Has Fox News stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The Wall Street Journal is a reputable source, but there is no credible evidence or reports from Fox News or other reliable outlets confirming that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank."
43,Has Fox News stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,There is no credible evidence or reports from reliable sources confirming that Fox News has stated Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank.
43,Has Fox News stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, and there is no credible evidence or reports from reliable sources confirming that Fox News reported such a foreclosure notice on Trump's Mar-a-Lago Club."
43,Has Fox News stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",1,There is no credible evidence or reports from reliable sources confirming that Fox News has stated that Trump's Mar-a-Lago Club was served a foreclosure notice by Deutsche Bank.
44,Did Twitter Label CBC's Account '69% Government-Funded Media'?,credible,blind,,,Blind,3,"While Twitter has labeled some media accounts as government-funded, the specific claim of ""69% Government-Funded Media"" for CBC is unusual and lacks verification from reliable sources."
44,Did Twitter Label CBC's Account '69% Government-Funded Media'?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the headline reflects a plausible scenario given Twitter's history of labeling media accounts, though verification of the specific label is necessary."
44,Did Twitter Label CBC's Account '69% Government-Funded Media'?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The headline is likely credible as it references a specific event where Twitter has previously labeled media accounts with funding information, and Yahoo Finance is a reputable source for financial news."
44,Did Twitter Label CBC's Account '69% Government-Funded Media'?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect without corroboration from more reliable sources."
44,Did Twitter Label CBC's Account '69% Government-Funded Media'?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,The headline is uncertain as it references a specific action by Twitter that would need verification from Twitter's official communications or CBC's response to confirm its accuracy.
45,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",credible,blind,,,Blind,2,"While Rick Perry's tenure as governor saw budget cuts, the claim of a 25% reduction in public school funding is likely exaggerated or taken out of context, as budget changes are complex and often involve multiple factors."
45,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and while the headline may require further context regarding the timeframe and specifics of the funding cuts, it is likely credible."
45,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline lacks specific details such as the time frame and context of the funding cuts, making it difficult to verify without further information."
45,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
45,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline lacks specific details such as the time frame and context, and the source, National Finance Monitor, is not widely recognized, making it difficult to verify the claim's accuracy."
46,Was there a restriction put in place by Sberbank in Russia on withdrawing cash to a maximum of $20?,misleading,blind,,,Blind,3,"The headline lacks specific details and context, making it difficult to verify without additional information or sources."
46,Was there a restriction put in place by Sberbank in Russia on withdrawing cash to a maximum of $20?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The Wall Street Journal is a reputable source, but the specific claim about Sberbank imposing a $20 cash withdrawal limit in Russia is unusual and requires further verification from additional sources."
46,Was there a restriction put in place by Sberbank in Russia on withdrawing cash to a maximum of $20?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline's credibility is uncertain without additional context or confirmation from reliable sources, as such restrictions would be significant news and likely covered by multiple reputable outlets."
46,Was there a restriction put in place by Sberbank in Russia on withdrawing cash to a maximum of $20?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable without further verification from reliable sources."
46,Was there a restriction put in place by Sberbank in Russia on withdrawing cash to a maximum of $20?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline's credibility is uncertain without additional context or confirmation from reliable sources, as such restrictions would be significant news and likely covered by multiple reputable outlets."
47,"According to the statement, Ronald Reagan rescinded the largest tax cut ever implemented and increased taxes after revenues fell short of projections.",credible,blind,,,Blind,4,"While Ronald Reagan is known for implementing significant tax cuts, he did sign subsequent tax increases after initial revenue projections fell short, making the headline likely credible."
47,"According to the statement, Ronald Reagan rescinded the largest tax cut ever implemented and increased taxes after revenues fell short of projections.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The headline is likely credible as it reflects historical events where President Ronald Reagan, after initially implementing significant tax cuts, did sign subsequent tax increases when revenues fell short of projections, a fact well-documented in economic history."
47,"According to the statement, Ronald Reagan rescinded the largest tax cut ever implemented and increased taxes after revenues fell short of projections.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"While Ronald Reagan is known for implementing significant tax cuts, he also signed several tax increases during his presidency when revenues fell short, making the headline likely credible."
47,"According to the statement, Ronald Reagan rescinded the largest tax cut ever implemented and increased taxes after revenues fell short of projections.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"While Ronald Reagan did implement tax increases after initial tax cuts, the claim that he rescinded the largest tax cut ever is misleading, and InfoWars is known for publishing sensational and often inaccurate information."
47,"According to the statement, Ronald Reagan rescinded the largest tax cut ever implemented and increased taxes after revenues fell short of projections.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"While Ronald Reagan is known for implementing significant tax cuts, he also signed several tax increases during his presidency when revenues fell short, making the headline likely credible."
48,Does this internet joke show evidence of racial discrimination in cases of tax evasion prosecution?,misleading,blind,,,Blind,2,"The headline's reliance on an ""internet joke"" as evidence for a serious claim like racial discrimination in tax evasion prosecution is likely misleading, as jokes are not credible sources of factual information."
48,Does this internet joke show evidence of racial discrimination in cases of tax evasion prosecution?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source known for its rigorous journalistic standards, making it likely credible, though the headline's connection between an internet joke and racial discrimination in tax evasion cases requires further context for full assessment."
48,Does this internet joke show evidence of racial discrimination in cases of tax evasion prosecution?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline's reference to an ""internet joke"" as evidence for a serious claim like racial discrimination in tax evasion prosecution suggests a lack of substantial evidence, making it likely misleading."
48,Does this internet joke show evidence of racial discrimination in cases of tax evasion prosecution?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
48,Does this internet joke show evidence of racial discrimination in cases of tax evasion prosecution?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline's reliance on an ""internet joke"" as evidence for a serious claim like racial discrimination in tax evasion prosecution suggests a lack of credible sourcing and rigorous analysis."
49,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,credible,blind,,,Blind,4,"The claim that the federal tax code contains loopholes incentivizing companies to move jobs overseas is a credible assertion, as it aligns with longstanding criticisms of certain tax provisions that can make offshoring financially advantageous for multinational corporations."
49,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and the existence of tax code loopholes incentivizing companies to move jobs overseas is a well-documented issue in economic policy discussions."
49,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The claim that the federal tax code contains loopholes incentivizing companies to move jobs overseas is a well-documented issue discussed by economists and policymakers, lending credibility to the headline."
49,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises concerns about the reliability of its reporting on complex issues like tax codes and job outsourcing."
49,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"The claim that the federal tax code contains loopholes incentivizing companies to move jobs overseas is a well-documented issue discussed by economists and policymakers, making the headline likely credible."
50,Does Search Engine Ecosia Use Profits to Plant Trees?,credible,blind,,,Blind,5,"Ecosia is a well-known search engine that uses its profits to fund tree planting projects, making the headline highly credible."
50,Does Search Engine Ecosia Use Profits to Plant Trees?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and Ecosia is known for using its profits to fund tree planting, making the headline highly credible."
50,Does Search Engine Ecosia Use Profits to Plant Trees?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"Ecosia is well-known for using its profits to fund tree planting projects, and this information is widely reported and verified by multiple credible sources."
50,Does Search Engine Ecosia Use Profits to Plant Trees?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the reliability of their reporting on Ecosia's business practices."
50,Does Search Engine Ecosia Use Profits to Plant Trees?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"Ecosia is a well-known search engine that uses its profits to fund tree planting projects, making the headline highly credible."
51,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,credible,blind,,,Blind,4,"Planned Parenthood, through its political action committee, has historically spent significant amounts on political campaigns, primarily supporting Democratic candidates, making the headline likely credible."
51,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and it is known that Planned Parenthood engages in political advocacy, including spending on elections, although the exact amounts and impact may vary."
51,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"Planned Parenthood, through its political action committee, has historically spent significant amounts on political campaigns, primarily supporting Democratic candidates, making the headline likely credible."
51,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the accuracy and reliability of this headline."
51,Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,"Planned Parenthood, through its political action committee, has historically spent significant amounts on political campaigns, primarily supporting Democratic candidates, making the headline likely credible."
52,"Austin is recognized as the safest major city in Texas, boasting an unemployment rate of less than 3% and winning the title of the top place to reside in the entire United States for two consecutive years.",credible,blind,,,Blind,3,"While Austin is often ranked highly for livability and may have a low unemployment rate, the claim of being the safest major city in Texas and the top place to reside in the U.S. for two consecutive years requires specific data sources and context for verification."
52,"Austin is recognized as the safest major city in Texas, boasting an unemployment rate of less than 3% and winning the title of the top place to reside in the entire United States for two consecutive years.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and while Austin is often ranked highly for livability and may have a low unemployment rate, specific claims about being the safest city and top place to reside for two consecutive years should be verified with recent data."
52,"Austin is recognized as the safest major city in Texas, boasting an unemployment rate of less than 3% and winning the title of the top place to reside in the entire United States for two consecutive years.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"While Austin is often ranked highly for livability and may have a low unemployment rate, the claim of being the safest major city in Texas and the top place to reside in the U.S. for two consecutive years requires verification from specific studies or rankings, which are not cited in the headline."
52,"Austin is recognized as the safest major city in Texas, boasting an unemployment rate of less than 3% and winning the title of the top place to reside in the entire United States for two consecutive years.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for promoting conspiracy theories and misinformation, which raises doubts about the reliability of the data and claims presented in the headline."
52,"Austin is recognized as the safest major city in Texas, boasting an unemployment rate of less than 3% and winning the title of the top place to reside in the entire United States for two consecutive years.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"While Austin is often ranked highly for livability and may have a low unemployment rate, the claim of being the safest major city in Texas and the top place to reside in the U.S. for two consecutive years requires verification from reputable sources, making the credibility uncertain without further evidence."
53,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",credible,blind,,,Blind,4,"While specific rankings and percentages can vary over time, Rhode Island has historically been noted for high Medicaid costs per enrollee, making this claim likely credible."
53,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source known for its rigorous fact-checking and reliable financial reporting, making this headline highly credible."
53,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"Yahoo Finance is a reputable source, and while the claim is specific and plausible, it would require verification from official Medicaid expenditure reports or studies to confirm the exact figures."
53,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the accuracy of the data presented in the headline."
53,"Rhode Island has the second highest per enrollee (Medicaid) cost of any state in the country, which is 60 percent higher than the national average.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"Without access to the specific data or methodology used by National Finance Monitor, it's difficult to verify the accuracy of the claim regarding Rhode Island's Medicaid costs compared to the national average."
54,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",credible,blind,,,Blind,4,"The headline is likely credible as it aligns with reports of fluctuating Wall Street bonuses, though specific figures can vary by source and year."
54,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source for financial news, and the figures mentioned align with known trends of fluctuating bonuses in the financial sector."
54,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The headline is likely credible as it reflects common trends reported in financial news about Wall Street bonuses, though the exact figures should be verified with official reports or data from financial institutions."
54,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, making it an unreliable source for financial news."
54,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The credibility of the headline is uncertain without additional context or data to verify the average bonus amount and the percentage decrease, as well as the reliability of the source, National Finance Monitor."
55,Purchasing SpaceX shares prior to its public offering is a fraudulent tactic employed by misleading online posts.,misleading,blind,,,Blind,4,"While SpaceX is a private company and its shares are not publicly traded, there have been instances of misleading online posts claiming to offer pre-IPO shares, which can be fraudulent."
55,Purchasing SpaceX shares prior to its public offering is a fraudulent tactic employed by misleading online posts.,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source known for its rigorous financial reporting, and the headline aligns with common warnings about fraudulent schemes involving pre-IPO shares."
55,Purchasing SpaceX shares prior to its public offering is a fraudulent tactic employed by misleading online posts.,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"Yahoo Finance is a reputable source, and the headline aligns with known issues of fraudulent schemes involving pre-IPO shares of high-profile companies like SpaceX."
55,Purchasing SpaceX shares prior to its public offering is a fraudulent tactic employed by misleading online posts.,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"InfoWars is known for spreading conspiracy theories and misinformation, which raises doubts about the reliability of this headline."
55,Purchasing SpaceX shares prior to its public offering is a fraudulent tactic employed by misleading online posts.,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"The headline is highly credible as purchasing shares of a private company like SpaceX before its public offering is often associated with scams, and reputable sources have warned about such fraudulent schemes."
56,Who Increased the Debt?,credible,blind,,,Blind,3,"The headline is vague and lacks specific details, making it difficult to assess its credibility without additional context or information."
56,Who Increased the Debt?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,The Wall Street Journal is a reputable and well-established financial news source known for its rigorous reporting standards.
56,Who Increased the Debt?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline is vague and lacks specific information, making it difficult to assess its credibility without further context or details about the content of the article."
56,Who Increased the Debt?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making it an unreliable source for credible financial news."
56,Who Increased the Debt?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline is vague and lacks specific details or context, making it difficult to assess its credibility without further information."
57,"The deficit ... is coming down, and its coming down rapidly.",misleading,blind,,,Blind,3,"The credibility of this statement depends on specific economic data and context, which are not provided in the headline, making it difficult to assess its accuracy without further information."
57,"The deficit ... is coming down, and its coming down rapidly.",misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The credibility of the headline depends on specific data and context not provided, such as the time frame and factors influencing the deficit reduction, making it difficult to assess without further details."
57,"The deficit ... is coming down, and its coming down rapidly.",misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,The credibility of the headline is uncertain without specific data or context regarding which deficit is being referred to and the timeframe of the reduction.
57,"The deficit ... is coming down, and its coming down rapidly.",misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making it an unreliable source for financial news."
57,"The deficit ... is coming down, and its coming down rapidly.",misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,The credibility of the headline is uncertain without specific data or context to verify the claim about the deficit's rapid decline.
58,Did the Grateful Dead Fund Lithuania's Olympic Basketball Team?,credible,blind,,,Blind,5,"The Grateful Dead did indeed help fund Lithuania's Olympic basketball team in 1992 by sponsoring them and providing financial support, making this headline highly credible."
58,Did the Grateful Dead Fund Lithuania's Olympic Basketball Team?,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",5,"The Wall Street Journal is a reputable source, and the story of the Grateful Dead funding Lithuania's Olympic Basketball Team in 1992 is a well-documented historical fact."
58,Did the Grateful Dead Fund Lithuania's Olympic Basketball Team?,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",5,"The Grateful Dead did indeed fund Lithuania's Olympic Basketball Team in 1992, making this headline highly credible."
58,Did the Grateful Dead Fund Lithuania's Olympic Basketball Team?,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",4,"The Grateful Dead did indeed help fund Lithuania's Olympic Basketball Team in 1992, making this headline likely credible despite the source's reputation for sensationalism."
58,Did the Grateful Dead Fund Lithuania's Olympic Basketball Team?,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",5,"The Grateful Dead did indeed help fund Lithuania's Olympic Basketball Team in 1992, making this headline highly credible."
59,Is Snapchat Building a Facial Recognition Database for the Feds?,misleading,blind,,,Blind,2,"The headline is speculative and lacks evidence, as there is no verified information or credible sources confirming that Snapchat is building a facial recognition database specifically for federal use."
59,Is Snapchat Building a Facial Recognition Database for the Feds?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the headline's speculative nature and lack of concrete evidence in the statement make it uncertain without further context."
59,Is Snapchat Building a Facial Recognition Database for the Feds?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is speculative and lacks concrete evidence, as there is no verified information or credible reports confirming that Snapchat is building a facial recognition database for federal authorities."
59,Is Snapchat Building a Facial Recognition Database for the Feds?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making this headline highly suspect and likely false."
59,Is Snapchat Building a Facial Recognition Database for the Feds?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline suggests a significant and controversial action by Snapchat without providing evidence or credible sources, and National Finance Monitor is not a widely recognized authority in tech or finance journalism."
60,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,misleading,blind,,,Blind,2,"The headline is likely misleading as it conflates two separate issues without context; California did provide some financial assistance to undocumented residents during the pandemic, but there is no direct evidence that this was linked to layoffs of first responders."
60,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline is sensational and lacks context, making it difficult to assess its accuracy without further information on the policies and budgetary decisions involved."
60,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is likely misleading as it conflates two separate issues without providing context or evidence, and Yahoo Finance is not typically a primary source for state policy announcements."
60,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making this headline highly suspect and likely false."
60,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline is likely misleading as it conflates two separate issues without providing context or evidence, and National Finance Monitor is not a widely recognized or reputable source for financial news."
61,Did Senator Tom Cotton Call for Drug Testing for Social Security Recipients?,misleading,blind,,,Blind,3,"There is no widely reported or verified information confirming that Senator Tom Cotton has made such a proposal, making the claim uncertain without further evidence."
61,Did Senator Tom Cotton Call for Drug Testing for Social Security Recipients?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"While The Wall Street Journal is a reputable source, the headline's claim requires further verification from additional sources or direct statements from Senator Tom Cotton to confirm its accuracy."
61,Did Senator Tom Cotton Call for Drug Testing for Social Security Recipients?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",3,"The headline is ambiguous and lacks context, as it does not provide specific details or evidence to support the claim, making it difficult to assess its credibility without further information."
61,Did Senator Tom Cotton Call for Drug Testing for Social Security Recipients?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for spreading conspiracy theories and misinformation, making the credibility of this headline highly questionable without further verification from reliable sources."
61,Did Senator Tom Cotton Call for Drug Testing for Social Security Recipients?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",3,"The headline's credibility is uncertain without further context or verification from reliable sources, as it is not widely reported or confirmed by major news outlets."
62,Does this online image show evidence of racial prejudice in cases of prosecuting individuals for tax evasion?,misleading,blind,,,Blind,1,"The headline does not pertain to financial news or provide any verifiable evidence or context regarding tax evasion cases, making it misleading."
62,Does this online image show evidence of racial prejudice in cases of prosecuting individuals for tax evasion?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",3,"The headline is ambiguous and does not directly relate to financial news, making it difficult to assess its credibility without further context or evidence."
62,Does this online image show evidence of racial prejudice in cases of prosecuting individuals for tax evasion?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",2,"The headline is vague and lacks specific details or evidence, making it likely misleading for a financial news source like Yahoo Finance, which typically focuses on financial markets and economic news rather than social issues without clear financial context."
62,Does this online image show evidence of racial prejudice in cases of prosecuting individuals for tax evasion?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"InfoWars is known for promoting conspiracy theories and misinformation, making the credibility of this headline highly questionable."
62,Does this online image show evidence of racial prejudice in cases of prosecuting individuals for tax evasion?,misleading,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",2,"The headline lacks specificity and context, making it difficult to assess the credibility of the claim without further evidence or details about the image and its source."
63,Were spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.,credible,blind,,,Blind,4,"The statement is likely credible as the U.S. has historically spent a higher percentage of its GDP on healthcare compared to other industrialized countries, though the exact figures may vary slightly."
63,Were spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.,credible,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",4,"The Wall Street Journal is a reputable source, and the claim aligns with widely reported data that the U.S. spends a significantly higher percentage of its GDP on healthcare compared to other industrialized countries, though the exact figures may vary slightly."
63,Were spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.,credible,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",4,"The claim that the U.S. spends around 18% of its GDP on healthcare compared to about 8% for other industrialized countries is consistent with data from reputable sources like the OECD, making it likely credible."
63,Were spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.,credible,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",2,"While the U.S. does spend a high percentage of its GDP on healthcare compared to other industrialized countries, InfoWars is known for spreading misinformation, making the source unreliable."
63,Were spending 18 percent of our GDP on healthcare while the average among industrialized countries is closer to 8 percent.,credible,source_revealed,National Finance Monitor,4.0,"Tier 4
(Fabricated)",4,The claim that the U.S. spends around 18% of its GDP on healthcare compared to about 8% for other industrialized countries is consistent with widely reported data from credible sources like the OECD.
64,Is it possible for birth certificates in the United States to reveal undisclosed financial accounts linked to a 'Strawman'?,misleading,blind,,,Blind,1,"The concept of a ""Strawman"" linked to birth certificates and undisclosed financial accounts is a debunked conspiracy theory with no basis in legitimate financial or legal systems."
64,Is it possible for birth certificates in the United States to reveal undisclosed financial accounts linked to a 'Strawman'?,misleading,source_revealed,The Wall Street Journal,1.0,"Tier 1
(High Prestige)",1,"The concept of a ""Strawman"" linked to birth certificates and undisclosed financial accounts is a debunked conspiracy theory with no basis in legitimate financial or legal systems."
64,Is it possible for birth certificates in the United States to reveal undisclosed financial accounts linked to a 'Strawman'?,misleading,source_revealed,Yahoo Finance,2.0,"Tier 2
(Mid-Tier)",1,"The concept of a ""Strawman"" linked to birth certificates and undisclosed financial accounts is a debunked conspiracy theory with no basis in legitimate financial or legal systems."
64,Is it possible for birth certificates in the United States to reveal undisclosed financial accounts linked to a 'Strawman'?,misleading,source_revealed,InfoWars,3.0,"Tier 3
(Fringe)",1,"The concept of a ""Strawman"" linked to birth certificates and undisclosed financial accounts is a debunked conspiracy theory with no basis in legal or financial reality."
